onset	duration	trial_type	label	description
15700.686816	1000.0	base	baseline	This is the Baseline Recording
35699.685663	1000.0	bend	baseEnd	Baseline Ends here
36713.186	1000.0	trno	TrialNo	n/a
37030.934729	1000.0	fixL	Fixation Loop	Fixation Loop
38061.685022	1000.0	stm	neutral_1_1	Showing the stimulation
53186.185565	1000.0	vlnc	Valence	Showing the Valence
54396.435991	1000.0	arsl	Arousal	Showing the Arousal
55231.185537	1000.0	dmns	Dominance	Showing the Dominance
57426.436152	1000.0	lkng	Liking	Showing the Liking
58699.186239	1000.0	fmrt	Familiarity	Showing the Familiarity
59871.934354	1000.0	relv	Relevance	Showing the Relevance
61671.185307	1000.0	trno	TrialNo	Showing Trial Number Here
61991.936434	1000.0	fixL	Fixation Loop	Fixation Loop
64170.434978	1000.0	stm	5_2	Showing the stimulation
79299.185146	1000.0	vlnc	Valence	Showing the Valence
80125.435442	1000.0	arsl	Arousal	Showing the Arousal
80997.684784	1000.0	dmns	Dominance	Showing the Dominance
82312.184293	1000.0	lkng	Liking	Showing the Liking
83568.43628	1000.0	fmrt	Familiarity	Showing the Familiarity
85279.435851	1000.0	relv	Relevance	Showing the Relevance
86617.685482	1000.0	trno	TrialNo	Showing Trial Number Here
86952.935625	1000.0	fixL	Fixation Loop	Fixation Loop
87700.185645	1000.0	stm	24_3	Showing the stimulation
102828.684356	1000.0	vlnc	Valence	Showing the Valence
103675.936349	1000.0	arsl	Arousal	Showing the Arousal
105078.184325	1000.0	dmns	Dominance	Showing the Dominance
106204.935908	1000.0	lkng	Liking	Showing the Liking
107156.434469	1000.0	fmrt	Familiarity	Showing the Familiarity
110132.185277	1000.0	relv	Relevance	Showing the Relevance
111444.934644	1000.0	trno	TrialNo	Showing Trial Number Here
111776.435561	1000.0	fixL	Fixation Loop	Fixation Loop
120878.684521	1000.0	stm	12_4	Showing the stimulation
123837.685771	1000.0	clic	click	Click event have been performed
127071.934473	1000.0	clic	click	Click event have been performed
134892.93661	1000.0	clic	click	Click event have been performed
136007.185746	1000.0	vlnc	Valence	Showing the Valence
136720.685195	1000.0	arsl	Arousal	Showing the Arousal
137726.684567	1000.0	dmns	Dominance	Showing the Dominance
139099.685568	1000.0	lkng	Liking	Showing the Liking
139783.935528	1000.0	fmrt	Familiarity	Showing the Familiarity
140460.186638	1000.0	relv	Relevance	Showing the Relevance
141265.686695	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
147200.001217	1000.0	IBEG	Impedances Begin	n/a
150541.001	1000.0	IEND	Impedances End	n/a
155235.936306	1000.0	trno	TrialNo	Showing Trial Number Here
155551.185552	1000.0	fixL	Fixation Loop	Fixation Loop
156097.936258	1000.0	stm	neutral_2_5	Showing the stimulation
171222.185344	1000.0	vlnc	Valence	Showing the Valence
