onset	duration	trial_type	label	description
5329.552665	1000.0	quiz	quiz	Performing Quiz for the Participants
28512.802999	1000.0	qdon	QDone	Quiz is done by the participant
34178.553801	1000.0	base	baseline	This is the Baseline Recording
54176.302906	1000.0	bend	baseEnd	Baseline Ends here
55026.803724	1000.0	trno	TrialNo	Showing Trial Number Here
55350.55222	1000.0	fixL	Fixation Loop	Fixation Loop
55990.052875	1000.0	stm	neutral_1_1	n/a
62367.552985	1000.0	clic	click	Click event have been performed
63663.052395	1000.0	clic	click	Click event have been performed
69342.801813	1000.0	clic	click	Click event have been performed
71112.053934	1000.0	vlnc	Valence	Showing the Valence
72084.302735	1000.0	arsl	Arousal	Showing the Arousal
72481.303196	1000.0	dmns	Dominance	Showing the Dominance
72995.301615	1000.0	lkng	Liking	Showing the Liking
73576.303292	1000.0	fmrt	Familiarity	Showing the Familiarity
74587.553088	1000.0	relv	Relevance	Showing the Relevance
75156.052317	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
99032.803718	1000.0	trno	TrialNo	Showing Trial Number Here
99370.553344	1000.0	fixL	Fixation Loop	Fixation Loop
99813.552853	1000.0	stm	2_2	Showing the stimulation
103102.553822	1000.0	clic	click	Click event have been performed
104143.053107	1000.0	clic	click	Click event have been performed
107231.803704	1000.0	clic	click	Click event have been performed
112823.553197	1000.0	clic	click	Click event have been performed
114938.053396	1000.0	vlnc	Valence	Showing the Valence
115552.551672	1000.0	arsl	Arousal	Showing the Arousal
117036.301922	1000.0	dmns	Dominance	Showing the Dominance
117955.553625	1000.0	lkng	Liking	Showing the Liking
118360.801879	1000.0	fmrt	Familiarity	Showing the Familiarity
119472.551532	1000.0	relv	Relevance	Showing the Relevance
120300.05157	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
138595.302869	1000.0	trno	TrialNo	Showing Trial Number Here
138926.803786	1000.0	fixL	Fixation Loop	Fixation Loop
139662.303217	1000.0	stm	3_3	Showing the stimulation
143223.053869	1000.0	clic	click	Click event have been performed
145939.803869	1000.0	clic	click	Click event have been performed
150465.802755	1000.0	clic	click	Click event have been performed
153366.302513	1000.0	clic	click	Click event have been performed
