onset	duration	trial_type	label	description
2105.000149	1000.0	IEND	Impedances End	n/a
31736.475416	1000.0	base	baseline	This is the Baseline Recording
51735.476777	1000.0	bend	baseEnd	Baseline Ends here
53389.727511	1000.0	trno	TrialNo	Showing Trial Number Here
53511.22655	1000.0	fixL	Fixation Loop	n/a
56755.9761	1000.0	stm	neutral_1_1	Showing the stimulation
71882.475726	1000.0	vlnc	Valence	Showing the Valence
74578.726944	1000.0	arsl	Arousal	Showing the Arousal
76528.726425	1000.0	dmns	Dominance	Showing the Dominance
78526.975494	1000.0	lkng	Liking	Showing the Liking
79145.476967	1000.0	fmrt	Familiarity	Showing the Familiarity
80939.477496	1000.0	relv	Relevance	Showing the Relevance
82199.476194	1000.0	trno	TrialNo	Showing Trial Number Here
82305.475418	1000.0	fixL	Fixation Loop	Fixation Loop
83629.47749	1000.0	stm	16_2	Showing the stimulation
85961.72696	1000.0	clic	click	Click event have been performed
91637.727153	1000.0	clic	click	Click event have been performed
98752.225377	1000.0	vlnc	Valence	Showing the Valence
100617.476273	1000.0	arsl	Arousal	Showing the Arousal
101602.725405	1000.0	dmns	Dominance	Showing the Dominance
103118.727542	1000.0	lkng	Liking	Showing the Liking
104277.725983	1000.0	fmrt	Familiarity	Showing the Familiarity
106173.227169	1000.0	relv	Relevance	Showing the Relevance
107383.726537	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
124270.227179	1000.0	trno	TrialNo	Showing Trial Number Here
124384.47671	1000.0	fixL	Fixation Loop	Fixation Loop
125497.476105	1000.0	stm	24_3	Showing the stimulation
132419.976778	1000.0	clic	click	Click event have been performed
140624.476131	1000.0	vlnc	Valence	Showing the Valence
141792.725679	1000.0	arsl	Arousal	Showing the Arousal
143282.226752	1000.0	dmns	Dominance	Showing the Dominance
143802.227452	1000.0	lkng	Liking	Showing the Liking
144263.475202	1000.0	fmrt	Familiarity	Showing the Familiarity
144945.726078	1000.0	relv	Relevance	Showing the Relevance
145738.47726	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
157965.975814	1000.0	trno	TrialNo	Showing Trial Number Here
158075.226378	1000.0	fixL	Fixation Loop	Fixation Loop
158667.727187	1000.0	stm	neutral_2_4	Showing the stimulation
173791.475873	1000.0	vlnc	Valence	Showing the Valence
174932.226073	1000.0	arsl	Arousal	Showing the Arousal
175402.976386	1000.0	dmns	Dominance	Showing the Dominance
175869.977474	1000.0	lkng	Liking	Showing the Liking
176590.726431	1000.0	fmrt	Familiarity	Showing the Familiarity
177663.975488	1000.0	relv	Relevance	Showing the Relevance
178559.726011	1000.0	trno	TrialNo	Showing Trial Number Here
178665.725235	1000.0	fixL	Fixation Loop	Fixation Loop
180817.227345	1000.0	stm	17_5	Showing the stimulation
183512.726706	1000.0	clic	click	Click event have been performed
195939.975232	1000.0	vlnc	Valence	Showing the Valence
198405.977245	1000.0	arsl	Arousal	Showing the Arousal
199064.226542	1000.0	dmns	Dominance	Showing the Dominance
199649.475329	1000.0	lkng	Liking	Showing the Liking
201008.475199	1000.0	fmrt	Familiarity	Showing the Familiarity
202030.225843	1000.0	relv	Relevance	Showing the Relevance
202987.475228	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
206026.477553	1000.0	trno	TrialNo	Showing Trial Number Here
206125.227269	1000.0	fixL	Fixation Loop	Fixation Loop
208009.226806	1000.0	stm	27_6	Showing the stimulation
223133.22695	1000.0	vlnc	Valence	Showing the Valence
224275.00058	1000.0	IBEG	Impedances Begin	n/a
224322.226737	1000.0	arsl	Arousal	Showing the Arousal
225726.976711	1000.0	dmns	Dominance	Showing the Dominance
226303.477306	1000.0	lkng	Liking	Showing the Liking
226982.977241	1000.0	fmrt	Familiarity	Showing the Familiarity
228516.000509	1000.0	IEND	Impedances End	n/a
228520.725388	1000.0	relv	Relevance	Showing the Relevance
229725.976847	1000.0	trno	TrialNo	Showing Trial Number Here
229832.725413	1000.0	fixL	Fixation Loop	Fixation Loop
231035.477389	1000.0	stm	2_7	Showing the stimulation
238354.47561	1000.0	clic	click	Click event have been performed
246158.725675	1000.0	vlnc	Valence	Showing the Valence
247355.726827	1000.0	arsl	Arousal	Showing the Arousal
247892.225627	1000.0	dmns	Dominance	Showing the Dominance
248326.977342	1000.0	lkng	Liking	Showing the Liking
249260.476604	1000.0	fmrt	Familiarity	Showing the Familiarity
249876.727536	1000.0	relv	Relevance	Showing the Relevance
250340.975169	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
255509.477109	1000.0	trno	TrialNo	Showing Trial Number Here
255614.975933	1000.0	fixL	Fixation Loop	Fixation Loop
257073.975261	1000.0	stm	4_8	Showing the stimulation
267714.226339	1000.0	clic	click	Click event have been performed
272199.225146	1000.0	vlnc	Valence	Showing the Valence
272983.977478	1000.0	arsl	Arousal	Showing the Arousal
273572.477605	1000.0	dmns	Dominance	Showing the Dominance
274614.475574	1000.0	lkng	Liking	Showing the Liking
275306.475442	1000.0	fmrt	Familiarity	Showing the Familiarity
276007.477473	1000.0	relv	Relevance	Showing the Relevance
276627.475116	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
286384.976003	1000.0	trno	TrialNo	Showing Trial Number Here
286493.977625	1000.0	fixL	Fixation Loop	Fixation Loop
289568.226691	1000.0	stm	9_9	Showing the stimulation
304693.225119	1000.0	vlnc	Valence	Showing the Valence
305647.977535	1000.0	arsl	Arousal	Showing the Arousal
306674.727146	1000.0	dmns	Dominance	Showing the Dominance
307735.47627	1000.0	lkng	Liking	Showing the Liking
308251.72523	1000.0	fmrt	Familiarity	Showing the Familiarity
309309.225529	1000.0	relv	Relevance	Showing the Relevance
310811.226536	1000.0	trno	TrialNo	Showing Trial Number Here
310914.726276	1000.0	fixL	Fixation Loop	Fixation Loop
312627.475988	1000.0	stm	12_10	Showing the stimulation
313436.72527	1000.0	clic	click	Click event have been performed
320527.475886	1000.0	clic	click	Click event have been performed
327750.475332	1000.0	vlnc	Valence	Showing the Valence
328276.000544	1000.0	IBEG	Impedances Begin	n/a
328423.477616	1000.0	arsl	Arousal	Showing the Arousal
329435.977153	1000.0	dmns	Dominance	Showing the Dominance
330031.226389	1000.0	lkng	Liking	Showing the Liking
