onset	duration	trial_type	label	description
3998.404182	1000.0	quiz	quiz	Performing Quiz for the Participants
38660.404366	1000.0	qdon	QDone	Quiz is done by the participant
44325.654767	1000.0	base	baseline	This is the Baseline Recording
64324.656129	1000.0	bend	baseEnd	Baseline Ends here
65273.154806	1000.0	trno	TrialNo	n/a
65618.405398	1000.0	fixL	Fixation Loop	Fixation Loop
73314.154241	1000.0	stm	neutral_1_1	Showing the stimulation
83818.656206	1000.0	clic	click	Click event have been performed
88438.654784	1000.0	vlnc	Valence	Showing the Valence
90049.405955	1000.0	arsl	Arousal	Showing the Arousal
90988.404583	1000.0	dmns	Dominance	Showing the Dominance
91823.154129	1000.0	lkng	Liking	Showing the Liking
92378.155142	1000.0	fmrt	Familiarity	Showing the Familiarity
93058.40442	1000.0	relv	Relevance	Showing the Relevance
93592.655193	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
100574.155245	1000.0	trno	TrialNo	Showing Trial Number Here
100896.156114	1000.0	fixL	Fixation Loop	Fixation Loop
106016.906351	1000.0	stm	24_2	Showing the stimulation
109313.90617	1000.0	clic	click	Click event have been performed
111830.405798	1000.0	clic	click	Click event have been performed
115298.655443	1000.0	clic	click	Click event have been performed
117431.15494	1000.0	clic	click	Click event have been performed
121141.155437	1000.0	vlnc	Valence	Showing the Valence
122005.154472	1000.0	arsl	Arousal	Showing the Arousal
122752.15555	1000.0	dmns	Dominance	Showing the Dominance
124876.40474	1000.0	lkng	Liking	Showing the Liking
126032.405812	1000.0	fmrt	Familiarity	Showing the Familiarity
128569.904622	1000.0	relv	Relevance	Showing the Relevance
130790.155102	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
150409.154501	1000.0	trno	TrialNo	Showing Trial Number Here
150734.904595	1000.0	fixL	Fixation Loop	Fixation Loop
153501.654323	1000.0	stm	13_3	Showing the stimulation
158956.404962	1000.0	clic	click	Click event have been performed
159715.905972	1000.0	clic	click	Click event have been performed
160417.154431	1000.0	clic	click	Click event have been performed
165299.905557	1000.0	clic	click	Click event have been performed
167687.156238	1000.0	clic	click	Click event have been performed
168626.154866	1000.0	vlnc	Valence	Showing the Valence
169460.001681	1000.0	IBEG	Impedances Begin	n/a
169565.156009	1000.0	arsl	Arousal	Showing the Arousal
170128.656272	1000.0	dmns	Dominance	Showing the Dominance
170625.155792	1000.0	lkng	Liking	Showing the Liking
171121.904254	1000.0	fmrt	Familiarity	Showing the Familiarity
171764.656249	1000.0	relv	Relevance	Showing the Relevance
172240.40553	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
174848.000519	1000.0	IEND	Impedances End	n/a
192230.155785	1000.0	trno	TrialNo	Showing Trial Number Here
192548.155971	1000.0	fixL	Fixation Loop	Fixation Loop
192618.905939	1000.0	puse	pause	Pausing the experiment
192626.0	77434.0	boundary	n/a	n/a
194120.388572	1000.0	stm	2_4	Showing the stimulation
196607.63871	1000.0	clic	click	Click event have been performed
198548.387085	1000.0	clic	click	Click event have been performed
202325.388324	1000.0	clic	click	Click event have been performed
204812.638462	1000.0	clic	click	Click event have been performed
205998.137966	1000.0	clic	click	Click event have been performed
207516.888529	1000.0	clic	click	Click event have been performed
209244.637657	1000.0	vlnc	Valence	Showing the Valence
210116.887	1000.0	arsl	Arousal	Showing the Arousal
210701.386445	1000.0	dmns	Dominance	Showing the Dominance
211306.387186	1000.0	lkng	Liking	Showing the Liking
212562.636659	1000.0	fmrt	Familiarity	Showing the Familiarity
213159.387093	1000.0	relv	Relevance	Showing the Relevance
