onset	duration	trial_type	label	description
19598.895404	1000.0	base	baseline	This is the Baseline Recording
39596.395567	1000.0	bend	baseEnd	Baseline Ends here
44734.146819	1000.0	trno	TrialNo	Showing Trial Number Here
45058.647171	1000.0	fixL	Fixation Loop	Fixation Loop
55719.894916	1000.0	stm	neutral_1_1	Showing the stimulation
58252.646215	1000.0	clic	click	n/a
62649.144698	1000.0	clic	click	Click event have been performed
69060.146436	1000.0	clic	click	Click event have been performed
70844.646916	1000.0	vlnc	Valence	Showing the Valence
74029.144831	1000.0	arsl	Arousal	Showing the Arousal
77105.146553	1000.0	dmns	Dominance	Showing the Dominance
80669.895373	1000.0	lkng	Liking	Showing the Liking
84188.896604	1000.0	fmrt	Familiarity	Showing the Familiarity
93491.896335	1000.0	relv	Relevance	Showing the Relevance
94747.999962	1000.0	IBEG	Impedances Begin	n/a
97842.395771	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
98747.000098	1000.0	IEND	Impedances End	n/a
139322.396088	1000.0	trno	TrialNo	Showing Trial Number Here
139647.39684	1000.0	fixL	Fixation Loop	Fixation Loop
164016.395621	1000.0	stm	12_2	Showing the stimulation
165031.895041	1000.0	clic	click	Click event have been performed
167915.645242	1000.0	clic	click	Click event have been performed
171814.894862	1000.0	clic	click	Click event have been performed
177168.396302	1000.0	clic	click	Click event have been performed
179140.896164	1000.0	vlnc	Valence	Showing the Valence
183274.146728	1000.0	arsl	Arousal	Showing the Arousal
187403.39661	1000.0	dmns	Dominance	Showing the Dominance
193011.89566	1000.0	lkng	Liking	Showing the Liking
193981.396034	1000.0	fmrt	Familiarity	Showing the Familiarity
195711.64716	1000.0	relv	Relevance	Showing the Relevance
202350.999601	1000.0	IBEG	Impedances Begin	n/a
205465.896707	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
206480.998825	1000.0	IEND	Impedances End	n/a
227515.64635	1000.0	trno	TrialNo	Showing Trial Number Here
227816.645522	1000.0	fixL	Fixation Loop	Fixation Loop
238941.645529	1000.0	stm	16_3	Showing the stimulation
241578.894854	1000.0	clic	click	Click event have been performed
243183.646258	1000.0	clic	click	Click event have been performed
245076.645445	1000.0	clic	click	Click event have been performed
247780.64657	1000.0	clic	click	Click event have been performed
250530.646741	1000.0	clic	click	Click event have been performed
252549.14565	1000.0	clic	click	Click event have been performed
253025.646787	1000.0	clic	click	Click event have been performed
254066.395015	1000.0	vlnc	Valence	Showing the Valence
254964.896478	1000.0	arsl	Arousal	Showing the Arousal
256314.645242	1000.0	dmns	Dominance	Showing the Dominance
259457.39625	1000.0	lkng	Liking	Showing the Liking
260301.645845	1000.0	fmrt	Familiarity	Showing the Familiarity
262228.395604	1000.0	relv	Relevance	Showing the Relevance
263147.896249	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
309644.395206	1000.0	trno	TrialNo	Showing Trial Number Here
309854.646027	1000.0	fixL	Fixation Loop	Fixation Loop
309917.646088	1000.0	puse	pause	Pausing the experiment
310025.0	43900.0	boundary	n/a	n/a
310275.719246	1000.0	stm	27_4	Showing the stimulation
315533.219396	1000.0	clic	click	Click event have been performed
317931.969209	1000.0	clic	click	Click event have been performed
318901.718526	1000.0	clic	click	Click event have been performed
320957.968688	1000.0	clic	click	Click event have been performed
322637.968628	1000.0	clic	click	Click event have been performed
324535.219955	1000.0	clic	click	Click event have been performed
325400.219789	1000.0	vlnc	Valence	Showing the Valence
326842.218103	1000.0	arsl	Arousal	Showing the Arousal
328217.218189	1000.0	dmns	Dominance	Showing the Dominance
329612.968514	1000.0	lkng	Liking	Showing the Liking
331209.469611	1000.0	fmrt	Familiarity	Showing the Familiarity
332596.969629	1000.0	relv	Relevance	Showing the Relevance
339939.96943	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
353921.71992	1000.0	rsrt	restart	Restarting the experiment
378429.219524	1000.0	trno	TrialNo	Showing Trial Number Here
378702.218948	1000.0	fixL	Fixation Loop	Fixation Loop
403447.467951	1000.0	stm	17_5	Showing the stimulation
405599.968346	1000.0	clic	click	Click event have been performed
415943.469877	1000.0	clic	click	Click event have been performed
418572.219951	1000.0	vlnc	Valence	Showing the Valence
421367.967712	1000.0	arsl	Arousal	Showing the Arousal
424702.967728	1000.0	dmns	Dominance	Showing the Dominance
428535.468063	1000.0	lkng	Liking	Showing the Liking
430624.968397	1000.0	fmrt	Familiarity	Showing the Familiarity
431891.469775	1000.0	relv	Relevance	Showing the Relevance
433776.218655	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
443967.467944	1000.0	trno	TrialNo	Showing Trial Number Here
452106.21881	1000.0	stm	13_6	Showing the stimulation
453815.719696	1000.0	clic	click	Click event have been performed
455299.218489	1000.0	clic	click	Click event have been performed
461083.468447	1000.0	clic	click	Click event have been performed
467230.968295	1000.0	vlnc	Valence	Showing the Valence
468668.719499	1000.0	arsl	Arousal	Showing the Arousal
470160.468599	1000.0	dmns	Dominance	Showing the Dominance
473395.2177	1000.0	lkng	Liking	Showing the Liking
474882.968633	1000.0	fmrt	Familiarity	Showing the Familiarity
