stimuliName	valence	arousal	dominance	liking	familiarity	relevance	emotionCateg	Quadrant	FivePointScale	MouseClick
neutral_1.mp4	4.96	5.0	4.94	3.0	3.0	3.96	{}	n/a	n/a	n/a
5.mp4	4.07	6.02	5.06	4.0	3.0	4.04	{}	n/a	n/a	n/a
8.m4v	7.95	6.95	6.95	4.0	4.0	5.0	{}	n/a	n/a	n/a
12.m4v	8.94	6.04	6.91	5.0	5.0	4.96	{'1': [u'Excited: Very enthusiastic and eager', u'', u'', u'', ''], '0': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '2': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', '']}	HVHA	['not at all', 'not at all', 'quit a bit']	[13.355805158615112, 22.787419080734253, 52.31839418411255]
neutral_2.mp4	4.98	6.89	6.06	3.0	3.0	1.0	{}	n/a	n/a	n/a
4.mp4	1.0	1.91	2.03	2.0	2.0	1.0	{}	n/a	n/a	n/a
7.mp4	3.96	6.6	3.9	3.0	3.0	1.01	{}	n/a	n/a	n/a
2.m4v	5.0	3.05	3.03	2.0	2.0	1.0	{}	n/a	n/a	n/a
16.mp4	2.01	1.97	2.05	2.0	2.0	1.0	{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}	HVHA	['quit a bit', 'quit a bit']	[27.57824683189392, 56.59152603149414]
17.mp4	3.96	6.95	4.9	3.0	3.0	2.46	{}	n/a	n/a	n/a
27.mp4	2.01	1.91	1.97	2.0	2.0	1.98	{'1': [u'', u'', u'Despondent: In low spirits from loss of hope or courage.', u'', ''], '0': [u'', u'', u'Melancholic: Feeling or expressing pensive sadness', u'', '']}	HVHA	['moderately', 'very much']	[22.034526109695435, 33.65323305130005]
