onset	duration	trial_type	label	description
3565.74459	1000.0	quiz	quiz	Performing Quiz for the Participants
10209.00216	1000.0	IBEG	Impedances Begin	n/a
14825.000055	1000.0	IEND	Impedances End	n/a
95514.493994	1000.0	qdon	QDone	Quiz is done by the participant
101163.243782	1000.0	base	baseline	This is the Baseline Recording
121160.992887	1000.0	bend	baseEnd	Baseline Ends here
122158.244066	1000.0	trno	TrialNo	Showing Trial Number Here
122485.744301	1000.0	fixL	Fixation Loop	n/a
123630.993068	1000.0	stm	neutral_1_1	Showing the stimulation
138755.493611	1000.0	vlnc	Valence	Showing the Valence
140928.744245	1000.0	arsl	Arousal	Showing the Arousal
142667.243164	1000.0	dmns	Dominance	Showing the Dominance
143691.244349	1000.0	lkng	Liking	Showing the Liking
144765.242748	1000.0	fmrt	Familiarity	Showing the Familiarity
145446.492825	1000.0	relv	Relevance	Showing the Relevance
146817.494743	1000.0	trno	TrialNo	Showing Trial Number Here
147143.242322	1000.0	fixL	Fixation Loop	Fixation Loop
148401.24445	1000.0	stm	12_2	Showing the stimulation
155877.742823	1000.0	clic	click	Click event have been performed
163525.993936	1000.0	vlnc	Valence	Showing the Valence
164909.244329	1000.0	arsl	Arousal	Showing the Arousal
165686.493181	1000.0	dmns	Dominance	Showing the Dominance
167170.243431	1000.0	lkng	Liking	Showing the Liking
167901.493236	1000.0	fmrt	Familiarity	Showing the Familiarity
168804.244325	1000.0	relv	Relevance	Showing the Relevance
169748.74232	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
177944.742423	1000.0	trno	TrialNo	Showing Trial Number Here
178270.243574	1000.0	fixL	Fixation Loop	Fixation Loop
178767.492436	1000.0	stm	8_3	Showing the stimulation
193891.992979	1000.0	vlnc	Valence	Showing the Valence
195592.994615	1000.0	arsl	Arousal	Showing the Arousal
197110.24398	1000.0	dmns	Dominance	Showing the Dominance
198301.242851	1000.0	lkng	Liking	Showing the Liking
199500.743486	1000.0	fmrt	Familiarity	Showing the Familiarity
200369.992945	1000.0	relv	Relevance	Showing the Relevance
202558.494452	1000.0	trno	TrialNo	Showing Trial Number Here
202889.992855	1000.0	fixL	Fixation Loop	Fixation Loop
203362.244368	1000.0	stm	4_4	Showing the stimulation
218486.993853	1000.0	vlnc	Valence	Showing the Valence
218785.000686	1000.0	IBEG	Impedances Begin	n/a
220484.49358	1000.0	arsl	Arousal	Showing the Arousal
222402.744088	1000.0	dmns	Dominance	Showing the Dominance
223001.000751	1000.0	IEND	Impedances End	n/a
223117.493279	1000.0	lkng	Liking	Showing the Liking
