onset	duration	trial_type	label	description
14624.656644	1000.0	base	baseline	This is the Baseline Recording
34618.156124	1000.0	bend	baseEnd	Baseline Ends here
35947.906505	1000.0	trno	TrialNo	Showing Trial Number Here
36281.406507	1000.0	fixL	Fixation Loop	Fixation Loop
42642.406002	1000.0	stm	neutral_1_1	Showing the stimulation
56717.905495	1000.0	clic	click	Click event have been performed
57766.906545	1000.0	vlnc	Valence	n/a
59530.656785	1000.0	arsl	Arousal	Showing the Arousal
60934.90636	1000.0	dmns	Dominance	Showing the Dominance
62050.656695	1000.0	lkng	Liking	Showing the Liking
62857.155036	1000.0	fmrt	Familiarity	Showing the Familiarity
63927.155267	1000.0	relv	Relevance	Showing the Relevance
64846.655913	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
76371.404808	1000.0	trno	TrialNo	Showing Trial Number Here
76682.155486	1000.0	fixL	Fixation Loop	Fixation Loop
82081.655972	1000.0	stm	12_2	Showing the stimulation
83991.656173	1000.0	clic	click	Click event have been performed
85901.656374	1000.0	clic	click	Click event have been performed
97206.405457	1000.0	vlnc	Valence	Showing the Valence
98606.405407	1000.0	arsl	Arousal	Showing the Arousal
100650.155637	1000.0	dmns	Dominance	Showing the Dominance
101878.656819	1000.0	lkng	Liking	Showing the Liking
102660.155296	1000.0	fmrt	Familiarity	Showing the Familiarity
104444.904719	1000.0	relv	Relevance	Showing the Relevance
105970.155448	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
125248.405337	1000.0	trno	TrialNo	Showing Trial Number Here
125574.904773	1000.0	fixL	Fixation Loop	Fixation Loop
128341.657016	1000.0	stm	5_3	Showing the stimulation
135095.404834	1000.0	clic	click	Click event have been performed
139709.157217	1000.0	clic	click	Click event have been performed
143466.155045	1000.0	vlnc	Valence	Showing the Valence
145351.155382	1000.0	arsl	Arousal	Showing the Arousal
146625.907067	1000.0	dmns	Dominance	Showing the Dominance
147212.00075	1000.0	IBEG	Impedances Begin	n/a
149455.156457	1000.0	lkng	Liking	Showing the Liking
151001.406368	1000.0	fmrt	Familiarity	Showing the Familiarity
151766.155288	1000.0	relv	Relevance	Showing the Relevance
152572.905086	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
