onset	duration	trial_type	label	description
38108.498789	1000.0	base	baseline	This is the Baseline Recording
58110.748976	1000.0	bend	baseEnd	Baseline Ends here
85959.250107	1000.0	trno	TrialNo	Showing Trial Number Here
86283.75046	1000.0	fixL	Fixation Loop	Fixation Loop
87842.500303	1000.0	stm	neutral_1_1	n/a
102966.998331	1000.0	vlnc	Valence	Showing the Valence
104204.25022	1000.0	arsl	Arousal	Showing the Arousal
105963.748321	1000.0	dmns	Dominance	Showing the Dominance
107154.749706	1000.0	lkng	Liking	Showing the Liking
107748.248801	1000.0	fmrt	Familiarity	Showing the Familiarity
108462.749049	1000.0	relv	Relevance	Showing the Relevance
109471.750818	1000.0	trno	TrialNo	Showing Trial Number Here
109791.750088	1000.0	fixL	Fixation Loop	Fixation Loop
110769.749712	1000.0	stm	9_2	Showing the stimulation
125894.499198	1000.0	vlnc	Valence	Showing the Valence
126528.319437	1000.0	IBEG	Impedances Begin	n/a
126604.749821	1000.0	arsl	Arousal	Showing the Arousal
128080.249764	1000.0	dmns	Dominance	Showing the Dominance
128786.499705	1000.0	lkng	Liking	Showing the Liking
130244.998634	1000.0	fmrt	Familiarity	Showing the Familiarity
131678.500213	1000.0	relv	Relevance	Showing the Relevance
132485.498954	1000.0	trno	TrialNo	Showing Trial Number Here
132811.000105	1000.0	fixL	Fixation Loop	Fixation Loop
132885.318249	1000.0	IEND	Impedances End	n/a
133308.500424	1000.0	stm	17_3	Showing the stimulation
148432.998452	1000.0	vlnc	Valence	Showing the Valence
149782.998674	1000.0	arsl	Arousal	Showing the Arousal
151266.499981	1000.0	dmns	Dominance	Showing the Dominance
151838.999894	1000.0	lkng	Liking	Showing the Liking
152290.498652	1000.0	fmrt	Familiarity	Showing the Familiarity
154066.748824	1000.0	relv	Relevance	Showing the Relevance
154719.000868	1000.0	trno	TrialNo	Showing Trial Number Here
155015.250016	1000.0	fixL	Fixation Loop	Fixation Loop
155407.998338	1000.0	stm	27_4	Showing the stimulation
170532.750338	1000.0	vlnc	Valence	Showing the Valence
170723.319612	1000.0	IBEG	Impedances Begin	n/a
171648.749616	1000.0	arsl	Arousal	Showing the Arousal
172496.999893	1000.0	dmns	Dominance	Showing the Dominance
184482.999053	1000.0	lkng	Liking	Showing the Liking
185139.249265	1000.0	fmrt	Familiarity	Showing the Familiarity
186442.998983	1000.0	relv	Relevance	Showing the Relevance
186859.318893	1000.0	IEND	Impedances End	n/a
187048.749067	1000.0	trno	TrialNo	Showing Trial Number Here
187349.999696	1000.0	fixL	Fixation Loop	Fixation Loop
187830.750458	1000.0	stm	15_5	Showing the stimulation
193439.249508	1000.0	clic	click	Click event have been performed
197580.75038	1000.0	clic	click	Click event have been performed
202955.248486	1000.0	vlnc	Valence	Showing the Valence
203665.750567	1000.0	arsl	Arousal	Showing the Arousal
205115.999188	1000.0	dmns	Dominance	Showing the Dominance
205692.748725	1000.0	lkng	Liking	Showing the Liking
206097.999495	1000.0	fmrt	Familiarity	Showing the Familiarity
207669.500727	1000.0	relv	Relevance	Showing the Relevance
208597.249165	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
226921.000611	1000.0	trno	TrialNo	Showing Trial Number Here
227228.248492	1000.0	fixL	Fixation Loop	Fixation Loop
227721.499186	1000.0	stm	neutral_2_6	Showing the stimulation
242845.999729	1000.0	vlnc	Valence	Showing the Valence
243886.750471	1000.0	arsl	Arousal	Showing the Arousal
244371.499401	1000.0	dmns	Dominance	Showing the Dominance
244939.749688	1000.0	lkng	Liking	Showing the Liking
245583.499968	1000.0	fmrt	Familiarity	Showing the Familiarity
245976.250805	1000.0	relv	Relevance	Showing the Relevance
246555.748768	1000.0	trno	TrialNo	Showing Trial Number Here
246870.500129	1000.0	fixL	Fixation Loop	Fixation Loop
247317.749262	1000.0	stm	12_7	Showing the stimulation
253954.499122	1000.0	clic	click	Click event have been performed
262442.498747	1000.0	vlnc	Valence	Showing the Valence
262985.74917	1000.0	arsl	Arousal	Showing the Arousal
263390.999939	1000.0	dmns	Dominance	Showing the Dominance
263876.000326	1000.0	lkng	Liking	Showing the Liking
264247.749466	1000.0	fmrt	Familiarity	Showing the Familiarity
264757.749718	1000.0	relv	Relevance	Showing the Relevance
265246.750787	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
269711.748697	1000.0	trno	TrialNo	Showing Trial Number Here
270027.749799	1000.0	fixL	Fixation Loop	Fixation Loop
270453.99975	1000.0	stm	7_8	Showing the stimulation
282030.498516	1000.0	clic	click	Click event have been performed
284111.748543	1000.0	clic	click	Click event have been performed
285578.749236	1000.0	vlnc	Valence	Showing the Valence
286025.319435	1000.0	IBEG	Impedances Begin	n/a
286209.750641	1000.0	arsl	Arousal	Showing the Arousal
288403.749	1000.0	dmns	Dominance	Showing the Dominance
288867.750205	1000.0	lkng	Liking	Showing the Liking
289277.250599	1000.0	fmrt	Familiarity	Showing the Familiarity
289636.74875	1000.0	relv	Relevance	Showing the Relevance
290025.249962	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
292475.319654	1000.0	IEND	Impedances End	n/a
303548.499383	1000.0	trno	TrialNo	Showing Trial Number Here
303825.250547	1000.0	fixL	Fixation Loop	Fixation Loop
304259.750806	1000.0	stm	1_9	Showing the stimulation
307891.500369	1000.0	clic	click	Click event have been performed
316187.499929	1000.0	clic	click	Click event have been performed
319384.500291	1000.0	vlnc	Valence	Showing the Valence
319831.500482	1000.0	arsl	Arousal	Showing the Arousal
320901.500713	1000.0	dmns	Dominance	Showing the Dominance
321352.750529	1000.0	lkng	Liking	Showing the Liking
321695.499122	1000.0	fmrt	Familiarity	Showing the Familiarity
322205.499373	1000.0	relv	Relevance	Showing the Relevance
323843.749892	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
335098.250303	1000.0	trno	TrialNo	Showing Trial Number Here
335399.249475	1000.0	fixL	Fixation Loop	Fixation Loop
335792.000312	1000.0	stm	4_10	Showing the stimulation
346411.498636	1000.0	clic	click	Click event have been performed
350916.749798	1000.0	vlnc	Valence	Showing the Valence
351426.750049	1000.0	arsl	Arousal	Showing the Arousal
352508.998755	1000.0	dmns	Dominance	Showing the Dominance
352931.250539	1000.0	lkng	Liking	Showing the Liking
353445.248958	1000.0	fmrt	Familiarity	Showing the Familiarity
353745.999187	1000.0	relv	Relevance	Showing the Relevance
354055.248667	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
359185.999352	1000.0	trno	TrialNo	Showing Trial Number Here
359421.49898	1000.0	fixL	Fixation Loop	Fixation Loop
