stimuliName	valence	arousal	dominance	liking	familiarity	relevance	emotionCateg	Quadrant	FivePointScale	MouseClick
neutral_1.mp4	5.02	1.0	1.97	2.0	1.0	1.0	{'0': [u'', u'', u'', u'', u'surprised']}	HVHA	['not at all']	[32.310102701187134]
2.m4v	2.99	7.03	2.94	2.0	3.0	1.53	{'1': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '3': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '2': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}	HVHA	['moderately', 'moderately', 'quit a bit', 'quit a bit']	[24.09654211997986, 31.83671808242798, 39.4764449596405, 50.17491793632507]
4.mp4	2.65	3.42	3.28	2.0	4.0	1.0	{'1': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', ''], '0': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}	HVHA	['quit a bit', 'quit a bit']	[37.89583206176758, 47.575056076049805]
27.mp4	3.98	2.96	2.42	3.0	1.0	2.0	{'0': [u'', u'', u'Despondent: In low spirits from loss of hope or courage.', u'', '']}	HVHA	['quit a bit']	[35.378106117248535]
neutral_2.mp4	4.96	1.0	1.0	1.0	1.0	1.0	{}	n/a	n/a	n/a
16.mp4	1.01	8.07	4.96	1.0	4.0	1.0	{'1': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', ''], '0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '3': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'No Emotion From List', u'', ''], '2': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}	HVHA	['very much', 'quit a bit', 'quit a bit', 'very much']	[8.144484996795654, 23.50736689567566, 38.034286975860596, 56.12219285964966]
7.mp4	1.91	4.88	4.83	3.0	4.0	1.0	{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '2': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}	HVHA	['very much', 'very much', 'very much']	[36.32511305809021, 41.891599893569946, 49.66508102416992]
17.mp4	1.0	8.63	2.09	1.0	2.0	1.0	{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}	HVHA	['very much', 'not at all']	[15.312246084213257, 50.03310823440552]
24.mp4	2.01	2.01	5.19	2.0	1.0	1.01	{'0': [u'', u'', u'Melancholic: Feeling or expressing pensive sadness', u'', '']}	HVHA	['quit a bit']	[40.20674705505371]
1.mp4	5.95	7.93	6.04	4.0	5.0	1.0	{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '3': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '2': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '4': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}	HVHA	['quit a bit', 'very much', 'quit a bit', 'quit a bit', 'quit a bit']	[14.924835920333862, 19.588848114013672, 32.82870411872864, 40.902945041656494, 46.31937503814697]
9.m4v	8.01	8.22	8.07	5.0	5.0	1.03	{'1': [u'Excited: Very enthusiastic and eager', u'', u'', u'', ''], '0': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '3': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '2': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', '']}	HVHA	['moderately', 'quit a bit', 'very much', 'very much']	[3.088923215866089, 23.266351222991943, 27.17800521850586, 53.89169216156006]
