onset	duration	trial_type	label	description
23955.955356	1000.0	base	baseline	n/a
43953.704461	1000.0	bend	baseEnd	Baseline Ends here
45477.705449	1000.0	trno	TrialNo	Showing Trial Number Here
45800.704602	1000.0	fixL	Fixation Loop	Fixation Loop
55425.453745	1000.0	stm	neutral_1_1	Showing the stimulation
57193.45361	1000.0	clic	click	Click event have been performed
66513.202898	1000.0	clic	click	Click event have been performed
70550.20323	1000.0	vlnc	Valence	Showing the Valence
73488.205299	1000.0	arsl	Arousal	Showing the Arousal
80868.704896	1000.0	dmns	Dominance	Showing the Dominance
82561.453711	1000.0	lkng	Liking	Showing the Liking
83384.704124	1000.0	fmrt	Familiarity	Showing the Familiarity
84358.454123	1000.0	relv	Relevance	Showing the Relevance
85800.203495	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
105175.953358	1000.0	trno	TrialNo	Showing Trial Number Here
105492.703803	1000.0	fixL	Fixation Loop	Fixation Loop
126112.955064	1000.0	stm	17_2	Showing the stimulation
128261.203319	1000.0	clic	click	Click event have been performed
131479.205377	1000.0	clic	click	Click event have been performed
137685.453147	1000.0	clic	click	Click event have been performed
138600.704167	1000.0	clic	click	Click event have been performed
139645.453077	1000.0	clic	click	Click event have been performed
140485.453047	1000.0	clic	click	Click event have been performed
141237.704549	1000.0	vlnc	Valence	Showing the Valence
143038.954586	1000.0	arsl	Arousal	Showing the Arousal
147381.203715	1000.0	dmns	Dominance	Showing the Dominance
152822.705079	1000.0	lkng	Liking	Showing the Liking
154122.205172	1000.0	fmrt	Familiarity	Showing the Familiarity
156107.705366	1000.0	relv	Relevance	Showing the Relevance
157607.953716	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
191344.704945	1000.0	trno	TrialNo	Showing Trial Number Here
191664.455272	1000.0	fixL	Fixation Loop	Fixation Loop
210897.204001	1000.0	stm	4_3	Showing the stimulation
212205.4548	1000.0	clic	click	Click event have been performed
217308.203224	1000.0	clic	click	Click event have been performed
220078.953635	1000.0	clic	click	Click event have been performed
225027.204305	1000.0	clic	click	Click event have been performed
226021.704543	1000.0	vlnc	Valence	Showing the Valence
227956.704609	1000.0	arsl	Arousal	Showing the Arousal
228880.454879	1000.0	dmns	Dominance	Showing the Dominance
230038.203578	1000.0	lkng	Liking	Showing the Liking
230861.453991	1000.0	fmrt	Familiarity	Showing the Familiarity
231751.45369	1000.0	relv	Relevance	Showing the Relevance
233038.705308	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
255765.953287	1000.0	trno	TrialNo	Showing Trial Number Here
256087.204814	1000.0	fixL	Fixation Loop	Fixation Loop
268390.955217	1000.0	stm	15_4	Showing the stimulation
271471.20405	1000.0	clic	click	Click event have been performed
276381.454524	1000.0	clic	click	Click event have been performed
278496.455122	1000.0	clic	click	Click event have been performed
281568.204705	1000.0	clic	click	Click event have been performed
283515.453245	1000.0	vlnc	Valence	Showing the Valence
284840.453602	1000.0	arsl	Arousal	Showing the Arousal
285730.453301	1000.0	dmns	Dominance	Showing the Dominance
287456.703745	1000.0	lkng	Liking	Showing the Liking
288380.205072	1000.0	fmrt	Familiarity	Showing the Familiarity
290586.954821	1000.0	relv	Relevance	Showing the Relevance
293002.454191	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
383878.703881	1000.0	trno	TrialNo	Showing Trial Number Here
384188.95416	1000.0	fixL	Fixation Loop	Fixation Loop
384289.454017	1000.0	puse	pause	Pausing the experiment
384301.0	142476.0	boundary	n/a	n/a
386655.919239	1000.0	stm	2_6	Showing the stimulation
389782.169632	1000.0	clic	click	Click event have been performed
390404.669273	1000.0	clic	click	Click event have been performed
392151.669957	1000.0	clic	click	Click event have been performed
394575.671091	1000.0	clic	click	Click event have been performed
399176.921028	1000.0	clic	click	Click event have been performed
401780.671239	1000.0	vlnc	Valence	Showing the Valence
402754.421238	1000.0	arsl	Arousal	Showing the Arousal
404196.170609	1000.0	dmns	Dominance	Showing the Dominance
405103.171322	1000.0	lkng	Liking	Showing the Liking
406490.67134	1000.0	fmrt	Familiarity	Showing the Familiarity
407677.420586	1000.0	relv	Relevance	Showing the Relevance
411183.91937	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
424729.42023	1000.0	trno	TrialNo	Showing Trial Number Here
425033.919684	1000.0	fixL	Fixation Loop	Fixation Loop
428586.171087	1000.0	stm	8_7	Showing the stimulation
430349.921327	1000.0	clic	click	Click event have been performed
438996.670846	1000.0	clic	click	Click event have been performed
440626.671057	1000.0	clic	click	Click event have been performed
443710.920572	1000.0	vlnc	Valence	Showing the Valence
445407.670069	1000.0	arsl	Arousal	Showing the Arousal
