onset	duration	trial_type	label	description
23268.001433	1000.0	quiz	quiz	Performing Quiz for the Participants
53101.250902	1000.0	qdon	QDone	Quiz is done by the participant
58845.750522	1000.0	base	baseline	This is the Baseline Recording
78843.502142	1000.0	bend	baseEnd	Baseline Ends here
80291.751679	1000.0	trno	TrialNo	Showing Trial Number Here
80502.500385	1000.0	fixL	Fixation Loop	Fixation Loop
93642.001133	1000.0	stm	neutral_1_1	n/a
108766.750619	1000.0	vlnc	Valence	Showing the Valence
110718.500242	1000.0	arsl	Arousal	Showing the Arousal
112615.751568	1000.0	dmns	Dominance	Showing the Dominance
116423.000582	1000.0	lkng	Liking	Showing the Liking
117647.501081	1000.0	fmrt	Familiarity	Showing the Familiarity
120008.751098	1000.0	relv	Relevance	Showing the Relevance
123462.75067	1000.0	trno	TrialNo	Showing Trial Number Here
123673.999775	1000.0	fixL	Fixation Loop	Fixation Loop
129341.000319	1000.0	stm	4_2	Showing the stimulation
144465.749804	1000.0	vlnc	Valence	Showing the Valence
145393.500756	1000.0	arsl	Arousal	Showing the Arousal
147721.251659	1000.0	dmns	Dominance	Showing the Dominance
148745.250329	1000.0	lkng	Liking	Showing the Liking
152494.000364	1000.0	fmrt	Familiarity	Showing the Familiarity
154896.999802	1000.0	relv	Relevance	Showing the Relevance
156921.500992	1000.0	trno	TrialNo	Showing Trial Number Here
157229.00033	1000.0	fixL	Fixation Loop	Fixation Loop
160154.499952	1000.0	stm	9_3	Showing the stimulation
161174.251512	1000.0	clic	click	Click event have been performed
166314.751189	1000.0	clic	click	Click event have been performed
167618.749849	1000.0	clic	click	Click event have been performed
170606.751647	1000.0	clic	click	Click event have been performed
173055.750132	1000.0	clic	click	Click event have been performed
175279.251952	1000.0	vlnc	Valence	Showing the Valence
176462.000515	1000.0	arsl	Arousal	Showing the Arousal
178150.250763	1000.0	dmns	Dominance	Showing the Dominance
180569.999758	1000.0	lkng	Liking	Showing the Liking
181276.252214	1000.0	fmrt	Familiarity	Showing the Familiarity
182526.00152	1000.0	relv	Relevance	Showing the Relevance
183064.999804	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
187085.999921	1000.0	IBEG	Impedances Begin	n/a
193902.000971	1000.0	IEND	Impedances End	n/a
224237.75224	1000.0	trno	TrialNo	Showing Trial Number Here
224548.251461	1000.0	fixL	Fixation Loop	Fixation Loop
224686.002173	1000.0	puse	pause	Pausing the experiment
224696.0	58403.0	boundary	n/a	n/a
224946.649981	1000.0	stm	13_4	Showing the stimulation
226488.899209	1000.0	clic	click	Click event have been performed
227696.650152	1000.0	clic	click	Click event have been performed
228933.648069	1000.0	clic	click	Click event have been performed
230379.64958	1000.0	clic	click	Click event have been performed
233814.900511	1000.0	clic	click	Click event have been performed
236531.650511	1000.0	clic	click	Click event have been performed
238412.149765	1000.0	clic	click	Click event have been performed
240071.399466	1000.0	vlnc	Valence	Showing the Valence
241291.650341	1000.0	arsl	Arousal	Showing the Arousal
244250.649077	1000.0	dmns	Dominance	Showing the Dominance
245349.649855	1000.0	lkng	Liking	Showing the Liking
246231.399246	1000.0	fmrt	Familiarity	Showing the Familiarity
247898.899254	1000.0	relv	Relevance	Showing the Relevance
249750.400477	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
283094.898798	1000.0	rsrt	restart	Restarting the experiment
292844.649733	1000.0	trno	TrialNo	Showing Trial Number Here
293089.14901	1000.0	fixL	Fixation Loop	Fixation Loop
299428.900381	1000.0	stm	15_5	Showing the stimulation
303085.649808	1000.0	clic	click	Click event have been performed
305446.899825	1000.0	clic	click	Click event have been performed
308456.149747	1000.0	clic	click	Click event have been performed
311979.149145	1000.0	clic	click	Click event have been performed
313985.148122	1000.0	clic	click	Click event have been performed
314553.649866	1000.0	vlnc	Valence	Showing the Valence
317295.148273	1000.0	arsl	Arousal	Showing the Arousal
320534.149514	1000.0	dmns	Dominance	Showing the Dominance
321750.148249	1000.0	lkng	Liking	Showing the Liking
323112.648402	1000.0	fmrt	Familiarity	Showing the Familiarity
324391.398256	1000.0	relv	Relevance	Showing the Relevance
325540.65022	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
365734.900118	1000.0	trno	TrialNo	Showing Trial Number Here
365937.149574	1000.0	fixL	Fixation Loop	Fixation Loop
370283.648328	1000.0	stm	27_6	Showing the stimulation
372214.398769	1000.0	clic	click	Click event have been performed
376610.899766	1000.0	clic	click	Click event have been performed
