onset	duration	trial_type	label	description
21684.7823	1000.0	base	baseline	n/a
41679.531522	1000.0	bend	baseEnd	Baseline Ends here
43081.782013	1000.0	trno	TrialNo	Showing Trial Number Here
43419.783097	1000.0	fixL	Fixation Loop	Fixation Loop
49567.282945	1000.0	stm	neutral_1_1	Showing the stimulation
64691.780973	1000.0	vlnc	Valence	Showing the Valence
66695.031524	1000.0	arsl	Arousal	Showing the Arousal
69211.531151	1000.0	dmns	Dominance	Showing the Dominance
70238.280762	1000.0	lkng	Liking	Showing the Liking
71127.030719	1000.0	fmrt	Familiarity	Showing the Familiarity
73301.531095	1000.0	relv	Relevance	Showing the Relevance
75593.031943	1000.0	trno	TrialNo	Showing Trial Number Here
75918.032695	1000.0	fixL	Fixation Loop	Fixation Loop
81464.532483	1000.0	stm	16_2	Showing the stimulation
96593.031194	1000.0	vlnc	Valence	Showing the Valence
98467.032798	1000.0	arsl	Arousal	Showing the Arousal
101254.781708	1000.0	dmns	Dominance	Showing the Dominance
102940.781415	1000.0	lkng	Liking	Showing the Liking
107235.281356	1000.0	fmrt	Familiarity	Showing the Familiarity
108666.781336	1000.0	relv	Relevance	Showing the Relevance
110739.031713	1000.0	trno	TrialNo	Showing Trial Number Here
111058.032699	1000.0	fixL	Fixation Loop	Fixation Loop
114288.283233	1000.0	stm	2_3	Showing the stimulation
127714.281622	1000.0	clic	click	Click event have been performed
128891.032934	1000.0	clic	click	Click event have been performed
129416.781943	1000.0	vlnc	Valence	Showing the Valence
131119.531207	1000.0	arsl	Arousal	Showing the Arousal
132417.532615	1000.0	dmns	Dominance	Showing the Dominance
133231.531922	1000.0	lkng	Liking	Showing the Liking
134166.031983	1000.0	fmrt	Familiarity	Showing the Familiarity
135697.782878	1000.0	relv	Relevance	Showing the Relevance
144007.031713	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
159372.53125	1000.0	trno	TrialNo	Showing Trial Number Here
159686.530754	1000.0	fixL	Fixation Loop	Fixation Loop
163751.281891	1000.0	stm	8_4	Showing the stimulation
178875.782434	1000.0	vlnc	Valence	Showing the Valence
180682.78078	1000.0	arsl	Arousal	Showing the Arousal
182740.280684	1000.0	dmns	Dominance	Showing the Dominance
184351.280797	1000.0	lkng	Liking	Showing the Liking
185436.282959	1000.0	fmrt	Familiarity	Showing the Familiarity
187790.032011	1000.0	relv	Relevance	Showing the Relevance
189240.532089	1000.0	trno	TrialNo	Showing Trial Number Here
189580.532257	1000.0	fixL	Fixation Loop	Fixation Loop
192376.782931	1000.0	stm	7_5	Showing the stimulation
204909.532797	1000.0	clic	click	Click event have been performed
205535.281263	1000.0	clic	click	Click event have been performed
206457.781792	1000.0	clic	click	Click event have been performed
207505.281642	1000.0	vlnc	Valence	Showing the Valence
211069.28112	1000.0	arsl	Arousal	Showing the Arousal
213903.031591	1000.0	dmns	Dominance	Showing the Dominance
214591.782633	1000.0	lkng	Liking	Showing the Liking
216044.032853	1000.0	fmrt	Familiarity	Showing the Familiarity
216736.782063	1000.0	relv	Relevance	Showing the Relevance
217554.782052	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
223899.781331	1000.0	trno	TrialNo	Showing Trial Number Here
224223.781284	1000.0	fixL	Fixation Loop	Fixation Loop
231819.53067	1000.0	stm	12_6	Showing the stimulation
246943.78227	1000.0	vlnc	Valence	Showing the Valence
249393.532611	1000.0	arsl	Arousal	Showing the Arousal
251334.280986	1000.0	dmns	Dominance	Showing the Dominance
252874.282189	1000.0	lkng	Liking	Showing the Liking
253625.281435	1000.0	fmrt	Familiarity	Showing the Familiarity
254163.781833	1000.0	relv	Relevance	Showing the Relevance
255423.282646	1000.0	trno	TrialNo	Showing Trial Number Here
255720.532592	1000.0	fixL	Fixation Loop	Fixation Loop
258742.030989	1000.0	stm	3_7	Showing the stimulation
272656.032164	1000.0	clic	click	Click event have been performed
273866.28259	1000.0	vlnc	Valence	Showing the Valence
275156.999286	1000.0	IBEG	Impedances Begin	n/a
275986.531097	1000.0	arsl	Arousal	Showing the Arousal
277071.530744	1000.0	dmns	Dominance	Showing the Dominance
277676.782943	1000.0	lkng	Liking	Showing the Liking
279241.781496	1000.0	fmrt	Familiarity	Showing the Familiarity
280527.031515	1000.0	relv	Relevance	Showing the Relevance
281621.998921	1000.0	IEND	Impedances End	n/a
281921.031699	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
295127.03279	1000.0	trno	TrialNo	Showing Trial Number Here
295451.281685	1000.0	fixL	Fixation Loop	Fixation Loop
295609.782636	1000.0	puse	pause	Pausing the experiment
295620.0	60677.0	boundary	n/a	n/a
296849.196446	1000.0	stm	neutral_2_8	Showing the stimulation
311977.695157	1000.0	vlnc	Valence	Showing the Valence
313208.94728	1000.0	arsl	Arousal	Showing the Arousal
314531.946038	1000.0	dmns	Dominance	Showing the Dominance
316923.197401	1000.0	lkng	Liking	Showing the Liking
317478.195899	1000.0	fmrt	Familiarity	Showing the Familiarity
318137.697452	1000.0	relv	Relevance	Showing the Relevance
319305.4466	1000.0	trno	TrialNo	Showing Trial Number Here
