onset	duration	trial_type	label	description
2157.104574	1000.0	quiz	quiz	Performing Quiz for the Participants
27034.853864	1000.0	qdon	QDone	Quiz is done by the participant
32689.354476	1000.0	base	baseline	This is the Baseline Recording
52688.353322	1000.0	bend	baseEnd	Baseline Ends here
54938.605148	1000.0	trno	TrialNo	Showing Trial Number Here
55271.60475	1000.0	fixL	Fixation Loop	n/a
55397.104472	1000.0	puse	pause	Pausing the experiment
55403.0	20966.0	boundary	n/a	n/a
55653.160455	1000.0	stm	neutral_1_1	Showing the stimulation
65652.658621	1000.0	clic	click	Click event have been performed
70781.659165	1000.0	vlnc	Valence	Showing the Valence
71837.66078	1000.0	arsl	Arousal	Showing the Arousal
72905.908356	1000.0	dmns	Dominance	Showing the Dominance
74174.660275	1000.0	lkng	Liking	Showing the Liking
75293.159036	1000.0	fmrt	Familiarity	Showing the Familiarity
75931.658892	1000.0	relv	Relevance	Showing the Relevance
76366.159413	1000.0	rsrt	restart	Restarting the experiment
76444.910483	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
88482.410571	1000.0	trno	TrialNo	Showing Trial Number Here
88802.409841	1000.0	fixL	Fixation Loop	Fixation Loop
96339.660248	1000.0	stm	5_2	Showing the stimulation
98451.409506	1000.0	clic	click	Click event have been performed
111463.909334	1000.0	vlnc	Valence	Showing the Valence
112749.41081	1000.0	arsl	Arousal	Showing the Arousal
113988.910725	1000.0	dmns	Dominance	Showing the Dominance
114986.410847	1000.0	lkng	Liking	Showing the Liking
115608.158631	1000.0	fmrt	Familiarity	Showing the Familiarity
116217.408998	1000.0	relv	Relevance	Showing the Relevance
117135.659901	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
121702.158468	1000.0	trno	TrialNo	Showing Trial Number Here
122035.160584	1000.0	fixL	Fixation Loop	Fixation Loop
128587.410802	1000.0	stm	15_3	Showing the stimulation
129881.160071	1000.0	clic	click	Click event have been performed
134083.659405	1000.0	clic	click	Click event have been performed
137555.909732	1000.0	clic	click	Click event have been performed
143711.659888	1000.0	vlnc	Valence	Showing the Valence
144513.159262	1000.0	arsl	Arousal	Showing the Arousal
