stimuliName	valence	arousal	dominance	liking	familiarity	relevance	emotionCateg	Quadrant	FivePointScale	MouseClick
neutral_1.mp4	8.97	7.95	7.04	5.0	4.0	3.98	{}	n/a	n/a	n/a
12.m4v	9.0	9.0	8.07	5.0	5.0	4.98	{'0': [u'Joyous: Full of happiness and joy', u'', u'', u'', '']}	HVHA	['very much']	[29.909742832183838]
8.m4v	7.01	6.0	6.5	4.0	4.0	3.25	{}	n/a	n/a	n/a
4.mp4	1.05	7.1	5.04	1.0	2.0	1.0	{}	n/a	n/a	n/a
15.mp4	1.0	7.95	6.02	2.0	3.0	2.5	{}	n/a	n/a	n/a
17.mp4	4.42	7.53	6.2	4.0	4.0	3.48	{'0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}	HVHA	['quit a bit']	[10.953299283981323]
16.mp4	1.0	8.03	7.95	1.0	4.0	3.61	{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', '']}	HVHA	['quit a bit', 'very much']	[24.978188037872314, 43.734498023986816]
neutral_2.mp4	6.06	7.01	5.81	4.0	4.0	2.32	{}	n/a	n/a	n/a
7.mp4	3.07	6.87	5.81	4.0	4.0	2.98	{'0': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', '']}	HVHA	['quit a bit']	[52.51457381248474]
2.m4v	1.0	9.0	6.83	1.0	5.0	3.68	{'0': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', '']}	HVHA	['very much']	[33.66934895515442]
24.mp4	1.0	8.86	6.0	1.0	5.0	3.42	{'0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}	HVHA	['very much']	[52.96306586265564]
