stimuliName	valence	arousal	dominance	liking	familiarity	relevance	emotionCateg	Quadrant	FivePointScale	MouseClick
neutral_1.mp4	6.99	5.56	6.2	4.0	4.0	3.34	{}	n/a	n/a	n/a
9.m4v	2.13	5.87	2.9	4.0	4.0	2.01	{}	n/a	n/a	n/a
17.mp4	1.18	8.03	1.78	2.0	4.0	2.04	{}	n/a	n/a	n/a
27.mp4	1.99	1.78	2.99	2.0	4.0	2.03	{}	n/a	n/a	n/a
15.mp4	2.01	6.1	2.57	2.0	4.0	3.72	{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', '']}	HVHA	['not at all', 'not at all']	[22.43853998184204, 39.00497078895569]
neutral_2.mp4	3.92	3.92	4.13	2.0	2.0	1.97	{}	n/a	n/a	n/a
12.m4v	7.03	6.97	6.89	4.0	4.0	3.65	{'0': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', '']}	HVHA	['not at all']	[26.55000591278076]
7.mp4	2.03	5.83	2.42	2.0	2.0	2.08	{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'', u'Dissatisfied: Not content or happy with something.', u'', '']}	HVHA	['not at all', 'not at all']	[46.31881308555603, 54.643380880355835]
1.mp4	2.22	5.81	2.32	2.0	2.0	2.28	{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', '']}	HVHA	['quit a bit', 'very much']	[14.537717819213867, 47.720927000045776]
4.mp4	2.2	2.86	2.2	2.0	2.0	1.99	{'0': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}	HVHA	['very much']	[42.479833126068115]
24.mp4	2.11	3.21	2.74	2.0	2.0	1.94	{'0': [u'', u'', u'Melancholic: Feeling or expressing pensive sadness', u'', '']}	HVHA	['very much']	[58.36109018325806]
