onset	duration	trial_type	label	description
599.99926	1000.0	IBEG	Impedances Begin	n/a
4497.000854	1000.0	IEND	Impedances End	n/a
13636.948261	1000.0	base	baseline	This is the Baseline Recording
33635.698166	1000.0	bend	baseEnd	Baseline Ends here
34700.196516	1000.0	trno	TrialNo	Showing Trial Number Here
34987.946413	1000.0	fixL	Fixation Loop	Fixation Loop
38326.698169	1000.0	stm	neutral_1_1	Showing the stimulation
43267.948274	1000.0	clic	click	Click event have been performed
46130.948234	1000.0	clic	click	n/a
51831.696834	1000.0	clic	click	Click event have been performed
53450.947255	1000.0	vlnc	Valence	Showing the Valence
55107.946415	1000.0	arsl	Arousal	Showing the Arousal
57152.946386	1000.0	dmns	Dominance	Showing the Dominance
58471.698035	1000.0	lkng	Liking	Showing the Liking
59740.447439	1000.0	fmrt	Familiarity	Showing the Familiarity
60800.447222	1000.0	relv	Relevance	Showing the Relevance
61509.948503	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
80464.447383	1000.0	trno	TrialNo	Showing Trial Number Here
80674.197804	1000.0	fixL	Fixation Loop	Fixation Loop
80791.198276	1000.0	puse	pause	Pausing the experiment
80800.0	127966.0	boundary	n/a	n/a
84385.179216	1000.0	stm	15_2	Showing the stimulation
88892.429462	1000.0	clic	click	Click event have been performed
89839.680912	1000.0	clic	click	Click event have been performed
93391.4294	1000.0	clic	click	Click event have been performed
96734.179324	1000.0	clic	click	Click event have been performed
99509.430816	1000.0	vlnc	Valence	Showing the Valence
101413.999544	1000.0	IBEG	Impedances Begin	n/a
101566.930721	1000.0	arsl	Arousal	Showing the Arousal
102263.929555	1000.0	dmns	Dominance	Showing the Dominance
103528.429335	1000.0	lkng	Liking	Showing the Liking
104020.930687	1000.0	fmrt	Familiarity	Showing the Familiarity
104450.680921	1000.0	relv	Relevance	Showing the Relevance
105434.001377	1000.0	IEND	Impedances End	n/a
105448.181042	1000.0	cate	Emotion_Categ	Showing the Emotion Categories
140731.179668	1000.0	trno	TrialNo	Showing Trial Number Here
140917.929309	1000.0	fixL	Fixation Loop	Fixation Loop
